Bia Kicis ,Exma. Senhora Deputada,@Biakicis
Bruna Furlan ,Exma. Senhora Deputada,@DepBrunaFurlan
Carla Dickson,Exma. Senhora Deputada,
Carla Zambelli ,Exma. Senhora Deputada,@CarlaZambelli17
Carmen Zanotto ,Exma. Senhora Deputada,@carmenzanotto
Caroline de Toni ,Exma. Senhora Deputada,@CarolDeToni
Chris Tonietto ,Exma. Senhora Deputada,@ToniettoChris
Christiane de Souza Yared ,Exma. Senhora Deputada,@ChristianeYared
Clarissa Garotinho ,Exma. Senhora Deputada,@dep_clarissa
Daniela do Waguinho ,Exma. Senhora Deputada,@DanielaWaguinho
Dra. Soraya Manato ,Exma. Senhora Deputada,@DraManato
Dra. Vanda Milani ,Exma. Senhora Deputada,
Dulce Miranda ,Exma. Senhora Deputada,@dulcemiranda_to
Edna Henrique ,Exma. Senhora Deputada,
Elcione Barbalho ,Exma. Senhora Deputada,@elcionepmdb
Erika Kokay ,Exma. Senhora Deputada,@erikakokay
Fernanda Melchionna ,Exma. Senhora Deputada,@fernandapsol
Flávia Arruda ,Exma. Senhora Deputada,@FlaviaArrudaDF
Flávia Morais ,Exma. Senhora Deputada,@depflaviamorais
Flordelis ,Exma. Senhora Deputada,@Flordelismk
Geovania de Sá ,Exma. Senhora Deputada,@geovaniadesa
Gleisi Hoffmann ,Exma. Senhora Deputada,@gleisi
Greyce Elias ,Exma. Senhora Deputada,
Iracema Portella ,Exma. Senhora Deputada,@iracemaportela
Jandira Feghali ,Exma. Senhora Deputada,@jandira_feghali
Jaqueline Cassol ,Exma. Senhora Deputada,@jqcassol
Jéssica Sales ,Exma. Senhora Deputada,
Joenia Wapichana ,Exma. Senhora Deputada,@JoeniaWapichana
Joice Hasselmann ,Exma. Senhora Deputada,@joicehasselmann
Lauriete ,Exma. Senhora Deputada,@laurietecantora
Leandre ,Exma. Senhora Deputada,@leandredaideal
Leda Sadala ,Exma. Senhora Deputada,@LedaSadala
Lídice da Mata ,Exma. Senhora Deputada,@lidicedamata
Liziane Bayer ,Exma. Senhora Deputada,@LizianeBayer
Luisa Canziani ,Exma. Senhora Deputada,@luisa_canziani
Luiza Erundina ,Exma. Senhora Deputada,@luizaerundina
Luizianne Lins ,Exma. Senhora Deputada,@Luizianne13PT
Magda Mofatto ,Exma. Senhora Deputada,@Magdamofatto
Major Fabiana ,Exma. Senhora Deputada,@majorfabianadep
Mara Rocha ,Exma. Senhora Deputada,@mararocha4545
Margarete Coelho ,Exma. Senhora Deputada,@MargaretCoelho
Margarida Salomão ,Exma. Senhora Deputada,@JFMargarida
Maria do Rosário ,Exma. Senhora Deputada,@mariadorosario
Maria Rosas ,Exma. Senhora Deputada,@mariarosassp
Mariana Carvalho ,Exma. Senhora Deputada,@DeputadaMariana
Marília Arraes ,Exma. Senhora Deputada,@MariliaArraes
Marina Santos ,Exma. Senhora Deputada,
Natália Bonavides ,Exma. Senhora Deputada,@natbonavides
Norma Ayub ,Exma. Senhora Deputada,
Paula Belmonte ,Exma. Senhora Deputada,@paulambelmonte
Perpétua Almeida ,Exma. Senhora Deputada,@perpetua_acre
Policial Katia Sastre ,Exma. Senhora Deputada,@KatiaSastre
Professora Dayane Pimentel ,Exma. Senhora Deputada,@deppimentel
Professora Dorinha Seabra Rezende ,Exma. Senhora Deputada,@profdorinha
Professora Marcivania ,Exma. Senhora Deputada,@marcivania65
Professora Rosa Neide ,Exma. Senhora Deputada,@prof_rosaneide
Rejane Dias ,Exma. Senhora Deputada,@rejane_dias
Rosana Valle ,Exma. Senhora Deputada,@DepRosanaValle
Rosangela Gomes ,Exma. Senhora Deputada,@rosangelasgomes
Rose Modesto ,Exma. Senhora Deputada,@rosemodestoms
Sâmia Bomfim ,Exma. Senhora Deputada,@samiabomfim
Shéridan ,Exma. Senhora Deputada,@DepSheridan
Silvia Cristina ,Exma. Senhora Deputada,
Soraya Santos ,Exma. Senhora Deputada,@sorayasantos
Tabata Amaral ,Exma. Senhora Deputada,@tabataamaralsp
Talíria Petrone ,Exma. Senhora Deputada,@taliriapetrone
Tereza Nelma ,Exma. Senhora Deputada,@TerezaNelma_
